Campaign,Username,Profile ID,Email Ban,Account Manager(VIP) / Black List,VIP Category,Type,Value,Agent's Gender,Agent,Date of Call,Time of Call,Month of Call,Response,Attitude,Reason,Promo Code Credited,Comments,Feedback,Loyalty,Agent 2nd attempt,Response 2nd attempt,Attitude 2nd attempt,Reason 2nd attempt
Reactivation 60,NiViGi13,1516642,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,CS_ND100-100,to do,-,-,I.Zois,ANSWERED,Positive,C will deposit
Reactivation 60,Dora13dara,865972,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,CS_ND100-100,-,-,-,I.Zois,ANSWERED,Positive,C will deposit
Reactivation 60,bigreplay,2561578,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,-,-,-,-,I.Zois,UNANSWERED,-,-
Reactivation 60,Kwstasmarkos,3059814,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Neutral,C didn't have time to talk,-,-,-,-,-,-,-,-
Reactivation 60,Bonucci13,1246635,YES,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,SB_ND100-100,-,-,-,I.Zois,ANSWERED,Negative,C is not interested
Reactivation 60,Vaggosmel,1150982,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Positive,C will deposit,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Danaepap,3167545,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Neutral,C didn't have time to talk,-,-,-,-,-,-,-,-
Reactivation 60,Kesisoglou97,1878337,YES,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Negative,C is not interested,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,voulgaris27,1347969,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,-,-,-,-,I.Zois,UNANSWERED,-,-
Reactivation 60,mhristos,958757,YES,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,xristina0794,5541130,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Negative,C hung up the phone,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Seraris79,5141752,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Niko91,1776981,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,-,-,-,-,I.Zois,UNANSWERED,-,-
Reactivation 60,ragman,1741641,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Xrisiida12,6287387,YES,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,-,-,-,-,I.Zois,UNANSWERED,-,-
Reactivation 60,mraggelos7,1813345,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,UNANSWERED,-,-,SB_ND100-100,-,-,-,I.Zois,ANSWERED,Negative,C is not interested
Reactivation 60,doukas_24,875910,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Positive,C will deposit,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Petros93,880992,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,NOT CALLED,-,Funds,-,644.96,-,-,-,-,-,-
Reactivation 60,Bilispapa,5928707,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Neutral,C may deposit at some point,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,jimmy92,901892,NO,NO,NON VIP,No Type,NA,M,I.Zois,19-May-2026,12:00,2026-05,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
GR Close Accounts,Gogompal,1247308,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,C.Gedikidis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,via to do,-,-,C.Gedikidis,ANSWERED,Negative,Account created/operated by 3rd person
GR Close Accounts,Alestorm,1787090,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,C.Gedikidis,19-May-2026,13:00,2026-05,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,C.Gedikidis,CANNOT CONNECT TO NUMBER,-,-
GR Close Accounts,Glalms1,1830943,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,C.Gedikidis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Annasp29,1714108,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,C.Gedikidis,19-May-2026,13:00,2026-05,ANSWERED,Negative,Account created/operated by 3rd person,-,-,-,-,-,-,-,-
GR Close Accounts,hrw1992,1700935,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,C.Gedikidis,19-May-2026,13:00,2026-05,ANSWERED,Neutral,C may deposit at some point,-,c will call,-,-,-,-,-,-
GR Close Accounts,Margeo1984,1979839,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
GR Close Accounts,dedrogiannis,1206588,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,NOT CALLED,-,Other,-,DCHN IS UNDERAGED,-,-,-,-,-,-
GR Close Accounts,Irvana1997,1836817,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
GR Close Accounts,nikolnv,797433,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
GR Close Accounts,dodosmpe,2863791,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Meimetis1979,751114,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Close Accounts,mispa1978,1649479,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,andrianagian,4971930,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,Nikitas7000,4614506,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Close Accounts,nikoss1111,2076209,NO,NO,NON VIP,No Type,ND100- 200 CS or SB,M,A.Karatsis,19-May-2026,13:00,2026-05,NOT CALLED,-,Negative Type,-,-,-,-,-,-,-,-
GR KYC,Eirini901,8306537,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,ANSWERED,Callback,-,-,in 10 min,Everything OK,-,K. Kottis,ANSWERED,Positive,C will send documents asap
GR KYC,fidas123,8241160,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
GR KYC,Evakap,8312565,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
GR KYC,Nikhstef,8315001,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will send documents asap,-,-,Problem with the upload of the docs,-,-,-,-,-
GR KYC,Giannisthom7,8316564,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,Everything OK,-,K. Kottis,ANSWERED,Positive,C will send documents asap
GR KYC,dkokorozis,8116303,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,Everything OK,-,K. Kottis,ANSWERED,Positive,C will send documents asap
GR KYC,Fifika1,8084606,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
GR KYC,KonakonaK,8119442,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
GR KYC,gfyssas99,8120092,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Callback,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR KYC,Seoamo,8087572,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will send documents asap,-,-,Problem with the upload of the docs,-,-,-,-,-
GR KYC,manifestnana,8308215,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will send documents asap,-,-,-,-,-,-,-,-
GR KYC,RIZZMANN,8305626,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,NOT CALLED,-,Already KYC OK
GR Non Dep,albertocc1,8324220,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,stefeng05,8327231,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,CANNOT CONNECT TO NUMBER,-,-
GR Non Dep,Pavlou7,8332220,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,n7k77i,8331157,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,mariaannakos,8329191,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,saroutzidig,8318174,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,INVALID NUMBER,-,-,-,-,-,-,-,-,-,-
GR Non Dep,Helengramma1,8326150,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,Bardaris33,8330221,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,Skulakh,8320252,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Callback,-,-,-,-,-,T.Antonopoulou,ANSWERED,Positive,C will deposit
GR Non Dep,Macadamia,8322114,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,erotokriti,8318212,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,Katsidhs77,8325162,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,ALICE12,8322237,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,leggenhstsa,8332247,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,Samatis,8332266,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,BETYIOP8,8320350,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,Kwnmrk2003,8319342,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,Kouvanosz,8320317,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,germanis77,8323253,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,Is Locked out!,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Kitsakos86,8323258,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,E.Vagianni,ANSWERED,Callback,-
GR Non Dep,Thanosgg00,8326197,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,htos1981,8327253,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,catherine35,8323277,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,E.Vagianni,CANNOT CONNECT TO NUMBER,-,-
GR Non Dep,AngelosKos,8331289,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,xtasiakou,8320358,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,E.Vagianni,CANNOT CONNECT TO NUMBER,-,-
GR Non Dep,Angieragkou,8320264,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,ANSWERED,Callback,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Trigona99,8321167,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,E.Vagianni,ANSWERED,Positive,C will deposit
GR Non Dep,tsivalidis,8319269,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,apostol04,8322214,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,zeniak18,8318194,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,evanthymm,8325163,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,NOT CALLED,-,Closed-Double Account,-,-,-,-,-,-,-,-
GR Non Dep,thomaschatz9,8322242,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,Panosssss013,8323229,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,KALff8922,8326186,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,NOT CALLED,-,C had already deposited,-,-,-,-,-,-,-,-
GR Non Dep,tpliatsiou,8330271,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,Factorinho7,8318223,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,Omoriaise,8330297,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,nionios232,8332246,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,NOT CALLED,-,C had already deposited
GR Non Dep,damantik2,8332251,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,Evapapa19,8323261,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,sebene,8329275,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,angelikigio,8332262,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Callback,-,-,aurio nwris,-,-,-,UNANSWERED,-,-
GR Non Dep,Eirinivor,8319358,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,asimakis69,8321243,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,Panpan10,8326106,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,nyon11,8329159,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,xara24s,8330190,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,vtzimas1975,8321135,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,odikossou,8321138,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,manola589,8318167,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,inigrevee,8322199,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K.Kyrimis,UNANSWERED,-,-
GR Non Dep,kleotsenk,8330206,NO,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,NikosZhr,8325189,YES,NO,NON VIP,No Type,NA,M,K.Kyrimis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C hung up the phone,-,-,-,-,-,-,-,-
Reactivation 60,tasoskont,1925123,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
Reactivation 60,Papaneki,4876547,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,EvanthiaHar,1265181,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
Reactivation 60,ntemakos14,910023,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
Reactivation 60,antantoniou,1266682,YES,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,tabaxr,828055,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,CS_ND100-100,-,-,-,K. Kottis,ANSWERED,-,Informed via email
Reactivation 60,johnyemm,5604947,YES,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,berberai1973,1848618,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,tzannis1975,6966021,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,ANSWERED,Neutral,C may deposit at some point,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Temp12345,1424596,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
Reactivation 60,comone,1387976,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,INVALID NUMBER,-,-,-,invalid or blocked,-,-,-,-,-,-
Reactivation 60,gwgwvam,4526730,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
Reactivation 60,Fotinikle,4732261,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
Reactivation 60,spyrakosgn6,6873340,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,CANNOT CONNECT TO NUMBER,-,-,SB_ND100-100,the number is barred for incoming calls,-,-,K. Kottis,ANSWERED,-,Informed via email
Reactivation 60,motogp46,1107402,NO,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,K. Kottis,UNANSWERED,-,-
Reactivation 60,ARTURzili,1733865,YES,NO,NON VIP,No Type,NA,M,K. Kottis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,CS_ND100-100,-,-,-,K. Kottis,ANSWERED,Positive,C will deposit
Reactivation 60,Teoiltsoglou,6872402,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,D. Nompilakis,UNANSWERED,-,-
Reactivation 60,ARISTPAPADIM,7899286,YES,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,INVALID NUMBER,-,-,-,-,-,-,-,-,-,-
Reactivation 60,Kostastotti,1803130,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,-,-,-,-
Reactivation 60,Xrisizapri,7698078,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,CS_ND100-100,-,-,-,N.Papachristodoulou,ANSWERED,Neutral,C may deposit at some point
Reactivation 60,giannhs79,1067095,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,CS_ND100-100,-,-,-,N.Papachristodoulou,ANSWERED,-,Informed via email
Reactivation 60,Gkostis3,3880535,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,ANSWERED,Negative,C is not interested,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,menios131,1855195,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,ANSWERED,Positive,C will deposit,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Xrysaa11,1759557,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,INVALID NUMBER,-,-,-,-,-,-,-,-,-,-
Reactivation 60,Friksos,1639195,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,CANNOT CONNECT TO NUMBER,-,-,-,Invalid or Blocked,-,-,-,-,-,-
Reactivation 60,diamasveroia,1322722,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,N.Papachristodoulou,UNANSWERED,-,-
Reactivation 60,Krisania,1320561,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,ANSWERED,Negative,C hung up the phone,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,spyropouloss,1905986,YES,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,CS_ND100-100,-,-,-,N.Papachristodoulou,ANSWERED,Negative,C hung up the phone
Reactivation 60,Lympoudis4,2695150,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,CS_ND100-100,-,-,-,N.Papachristodoulou,ANSWERED,Positive,C will deposit
Reactivation 60,tsotsoss22,5485884,NO,NO,NON VIP,No Type,NA,F,N.Papachristodoulou,19-May-2026,13:00,2026-05,UNANSWERED,-,-,-,-,-,-,N.Papachristodoulou,UNANSWERED,-,-
